gs,gene,symbol,entrez_gene,description
NP,ENSMUSG00000102590,Mannr,102636083,Mecom adjacent non-protein coding RNA [Source:MGI Symbol;Acc:MGI:5564803]
NP,ENSMUSG00000102692,Dchs2,100534287,dachsous cadherin related 2 [Source:MGI Symbol;Acc:MGI:2685263]
NP,ENSMUSG00000102737,1700016A09Rik,74227,RIKEN cDNA 1700016A09 gene [Source:MGI Symbol;Acc:MGI:1921477]
NP,ENSMUSG00000102774,Gm9748,102633266,predicted gene 9748 [Source:MGI Symbol;Acc:MGI:3642166]
NP,ENSMUSG00000102785,Gm2447,329639,predicted gene 2447 [Source:MGI Symbol;Acc:MGI:3780614]
NP,ENSMUSG00000102865,Gm9839,408192,predicted gene 9839 [Source:MGI Symbol;Acc:MGI:3641910]
NP,ENSMUSG00000102887,Gm10857,100038358,predicted gene 10857 [Source:MGI Symbol;Acc:MGI:3641733]
NP,ENSMUSG00000102936,Gm35584,102639225,"predicted gene, 35584 [Source:MGI Symbol;Acc:MGI:5594743]"
NP,ENSMUSG00000103037,Pcdhgb1,93699,"protocadherin gamma subfamily B, 1 [Source:MGI Symbol;Acc:MGI:1935169]"
NP,ENSMUSG00000103088,Pcdhgb6,93703,"protocadherin gamma subfamily B, 6 [Source:MGI Symbol;Acc:MGI:1935197]"
NP,ENSMUSG00000103114,Gm32200,102634668,"predicted gene, 32200 [Source:MGI Symbol;Acc:MGI:5591359]"
NP,ENSMUSG00000103116,4930539M17Rik,75149,RIKEN cDNA 4930539M17 gene [Source:MGI Symbol;Acc:MGI:1922399]
NP,ENSMUSG00000103305,Gm34068,102637191,"predicted gene, 34068 [Source:MGI Symbol;Acc:MGI:5593227]"
NP,ENSMUSG00000103421,Golt1a,68338,golgi transport 1A [Source:MGI Symbol;Acc:MGI:1915588]
NP,ENSMUSG00000103476,Strit1,102637511,small transmembrane regulator of ion transport 1 [Source:MGI Symbol;Acc:MGI:5593461]
NP,ENSMUSG00000103587,Gm38326,102642162,"predicted gene, 38326 [Source:MGI Symbol;Acc:MGI:5611554]"
NP,ENSMUSG00000103644,Gm29678,433390,"predicted gene, 29678 [Source:MGI Symbol;Acc:MGI:5588837]"
NP,ENSMUSG00000103677,Pcdhga4,93712,"protocadherin gamma subfamily A, 4 [Source:MGI Symbol;Acc:MGI:1935216]"
NP,ENSMUSG00000103690,A730004F24Rik,320449,RIKEN cDNA A730004F24 gene [Source:MGI Symbol;Acc:MGI:2444046]
NP,ENSMUSG00000103692,4930503O07Rik,74942,RIKEN cDNA 4930503O07 gene [Source:MGI Symbol;Acc:MGI:1922192]
NP,ENSMUSG00000103844,4933436E23Rik,71209,RIKEN cDNA 4933436E23 gene [Source:MGI Symbol;Acc:MGI:1918459]
NP,ENSMUSG00000103897,Pcdhga8,93716,"protocadherin gamma subfamily A, 8 [Source:MGI Symbol;Acc:MGI:1935221]"
NP,ENSMUSG00000103965,Gm30173,102631981,"predicted gene, 30173 [Source:MGI Symbol;Acc:MGI:5589332]"
NP,ENSMUSG00000104014,4930562F17Rik,75256,RIKEN cDNA 4930562F17 gene [Source:MGI Symbol;Acc:MGI:1922506]
NP,ENSMUSG00000104015,Gm10745,100038545,predicted gene 10745 [Source:MGI Symbol;Acc:MGI:3642274]
NP,ENSMUSG00000104093,A330015K06Rik,102637797,RIKEN cDNA A330015K06 gene [Source:MGI Symbol;Acc:MGI:2443553]
NP,ENSMUSG00000104096,Gm20356,100504692,"predicted gene, 20356 [Source:MGI Symbol;Acc:MGI:5012541]"
NP,ENSMUSG00000104102,Gm32496,102635065,"predicted gene, 32496 [Source:MGI Symbol;Acc:MGI:5591655]"
NP,ENSMUSG00000104158,,226720,beclin 2 [Source:NCBI gene (formerly Entrezgene);Acc:226720]
NP,ENSMUSG00000104234,5330439B14Rik,321015,RIKEN cDNA 5330439B14 gene [Source:MGI Symbol;Acc:MGI:2447824]
NP,ENSMUSG00000104401,Gm20750,622124,"predicted gene, 20750 [Source:MGI Symbol;Acc:MGI:5434106]"
NP,ENSMUSG00000104441,Gm35801,102639500,"predicted gene, 35801 [Source:MGI Symbol;Acc:MGI:5594960]"
NP,ENSMUSG00000104445,Rhbg,58176,Rhesus blood group-associated B glycoprotein [Source:MGI Symbol;Acc:MGI:1927379]
NP,ENSMUSG00000104529,Rbakdn,100042605,RB-associated KRAB zinc finger downstream neighbor (non-protein coding) [Source:MGI Symbol;Acc:MGI:3782099]
NP,ENSMUSG00000104614,Fbxw27,76998,F-box and WD-40 domain protein 27 [Source:MGI Symbol;Acc:MGI:1924248]
NP,ENSMUSG00000104667,Gm4961,242914,predicted pseudogene 4961 [Source:MGI Symbol;Acc:MGI:3645260]
NP,ENSMUSG00000104755,Mir677,751518,microRNA 677 [Source:MGI Symbol;Acc:MGI:3629885]
NP,ENSMUSG00000104758,Mir691,751561,microRNA 691 [Source:MGI Symbol;Acc:MGI:3639287]
NP,ENSMUSG00000104785,Gm31121,102633249,"predicted gene, 31121 [Source:MGI Symbol;Acc:MGI:5590280]"
NP,ENSMUSG00000104824,Gm21663,100862349,"predicted gene, 21663 [Source:MGI Symbol;Acc:MGI:5435018]"
NP,ENSMUSG00000104854,Mir7116,102465671,microRNA 7116 [Source:MGI Symbol;Acc:MGI:5562735]
NP,ENSMUSG00000104858,Mir136,387154,microRNA 136 [Source:MGI Symbol;Acc:MGI:2676821]
NP,ENSMUSG00000104900,4930596I21Rik,78229,RIKEN cDNA 4930596I21 gene [Source:MGI Symbol;Acc:MGI:1925479]
NP,ENSMUSG00000104945,Gm35715,102639389,"predicted gene, 35715 [Source:MGI Symbol;Acc:MGI:5594874]"
NP,ENSMUSG00000104956,4930429D17Rik,74624,RIKEN cDNA 4930429D17 gene [Source:MGI Symbol;Acc:MGI:1921874]
NP,ENSMUSG00000105023,1700012D16Rik,75489,RIKEN cDNA 1700012D16 gene [Source:MGI Symbol;Acc:MGI:1922739]
NP,ENSMUSG00000105187,Gm23377,115485689,"predicted gene, 23377 [Source:MGI Symbol;Acc:MGI:5453154]"
NP,ENSMUSG00000105218,Gm38413,330133,"predicted gene, 38413 [Source:MGI Symbol;Acc:MGI:5621298]"
NP,ENSMUSG00000105220,Mir497,751537,microRNA 497 [Source:MGI Symbol;Acc:MGI:3629886]
NP,ENSMUSG00000105274,1700048F04Rik,73396,RIKEN cDNA 1700048F04 gene [Source:MGI Symbol;Acc:MGI:1920646]
NP,ENSMUSG00000105279,Gm6260,621809,predicted gene 6260 [Source:MGI Symbol;Acc:MGI:3645891]
NP,ENSMUSG00000105329,Mir7215,102465987,microRNA 7215 [Source:MGI Symbol;Acc:MGI:5562726]
NP,ENSMUSG00000105352,C030018K13Rik,77382,RIKEN cDNA C030018K13 gene [Source:MGI Symbol;Acc:MGI:1924632]
NP,ENSMUSG00000105379,Mir1191b,102465778,microRNA 1191b [Source:MGI Symbol;Acc:MGI:5562728]
NP,ENSMUSG00000105400,Gm22897,115490274,"predicted gene, 22897 [Source:MGI Symbol;Acc:MGI:5452674]"
NP,ENSMUSG00000105402,Gm3716,100042198,predicted gene 3716 [Source:MGI Symbol;Acc:MGI:3781892]
NP,ENSMUSG00000105428,Mir3068,100526546,microRNA 3068 [Source:MGI Symbol;Acc:MGI:4834241]
NP,ENSMUSG00000105440,Gm31693,102634003,"predicted gene, 31693 [Source:MGI Symbol;Acc:MGI:5590852]"
NP,ENSMUSG00000105448,Gm25820,115489824,"predicted gene, 25820 [Source:MGI Symbol;Acc:MGI:5455597]"
NP,ENSMUSG00000105589,Fbxw14,50757,F-box and WD-40 domain protein 14 [Source:MGI Symbol;Acc:MGI:1354703]
NP,ENSMUSG00000105602,Gm10636,100038607,predicted gene 10636 [Source:MGI Symbol;Acc:MGI:3641739]
NP,ENSMUSG00000105651,1700017M07Rik,76398,RIKEN cDNA 1700017M07 gene [Source:MGI Symbol;Acc:MGI:1923648]
NP,ENSMUSG00000105652,4930519L02Rik,102636203,RIKEN cDNA 4930519L02 gene [Source:MGI Symbol;Acc:MGI:1922335]
NP,ENSMUSG00000105712,Pou5f1-rs4,435755,"POU domain, class 5, transcription factor 1, related sequence 4 [Source:MGI Symbol;Acc:MGI:101889]"
NP,ENSMUSG00000105765,4930539C22Rik,75208,RIKEN cDNA 4930539C22 gene [Source:MGI Symbol;Acc:MGI:1922458]
NP,ENSMUSG00000105816,D030025E07Rik,402774,RIKEN cDNA D030025E07 gene [Source:MGI Symbol;Acc:MGI:3028083]
NP,ENSMUSG00000105827,H2bc18,319189,H2B clustered histone 18 [Source:MGI Symbol;Acc:MGI:2448413]
NP,ENSMUSG00000105838,4930425O10Rik,74635,RIKEN cDNA 4930425O10 gene [Source:MGI Symbol;Acc:MGI:1921885]
NP,ENSMUSG00000105891,A230001M10Rik,319951,RIKEN cDNA A230001M10 gene [Source:MGI Symbol;Acc:MGI:2443043]
NP,ENSMUSG00000105907,Gm34333,102637555,"predicted gene, 34333 [Source:MGI Symbol;Acc:MGI:5593492]"
NP,ENSMUSG00000105923,A830019L24Rik,320072,RIKEN cDNA A830019L24 gene [Source:MGI Symbol;Acc:MGI:2443282]
NP,ENSMUSG00000105993,,100039899,TEX13 family member C2
NP,ENSMUSG00000106002,5430434I15Rik,71342,RIKEN cDNA 5430434I15 gene [Source:MGI Symbol;Acc:MGI:1918592]
NP,ENSMUSG00000106004,Gm43391,115490167,predicted gene 43391 [Source:MGI Symbol;Acc:MGI:5663528]
NP,ENSMUSG00000106056,4930500L23Rik,74973,RIKEN cDNA 4930500L23 gene [Source:MGI Symbol;Acc:MGI:1922223]
NP,ENSMUSG00000106193,Mir7090,102465661,microRNA 7090 [Source:MGI Symbol;Acc:MGI:5562784]
NP,ENSMUSG00000106219,5830416I19Rik,74757,RIKEN cDNA 5830416I19 gene [Source:MGI Symbol;Acc:MGI:1922007]
NP,ENSMUSG00000106255,Gm36793,102640815,"predicted gene, 36793 [Source:MGI Symbol;Acc:MGI:5595952]"
NP,ENSMUSG00000106302,Mir6902,102465544,microRNA 6902 [Source:MGI Symbol;Acc:MGI:5562723]
NP,ENSMUSG00000106333,4930428O21Rik,654809,RIKEN cDNA 4930428O21 gene [Source:MGI Symbol;Acc:MGI:1923034]
NP,ENSMUSG00000106336,Mir129b,102465777,microRNA 129b [Source:MGI Symbol;Acc:MGI:5562757]
NP,ENSMUSG00000106340,Mir290b,102465789,microRNA 290b [Source:MGI Symbol;Acc:MGI:5562775]
NP,ENSMUSG00000106406,Mir7682,102466847,microRNA 7682 [Source:MGI Symbol;Acc:MGI:5562724]
NP,ENSMUSG00000106409,Mir7092,102465662,microRNA 7092 [Source:MGI Symbol;Acc:MGI:5562787]
NP,ENSMUSG00000106436,Mir7015,102465614,microRNA 7015 [Source:MGI Symbol;Acc:MGI:5562762]
NP,ENSMUSG00000106445,Gm21190,100861755,"predicted gene, 21190 [Source:MGI Symbol;Acc:MGI:5434545]"
NP,ENSMUSG00000106461,Gm20755,626410,"predicted gene, 20755 [Source:MGI Symbol;Acc:MGI:5434111]"
NP,ENSMUSG00000106464,C130083M11Rik,414111,RIKEN cDNA C130083M11 gene [Source:MGI Symbol;Acc:MGI:3041216]
NP,ENSMUSG00000106493,Mir9-1,387133,microRNA 9-1 [Source:MGI Symbol;Acc:MGI:2676911]
NP,ENSMUSG00000106514,Mir6976,102466778,microRNA 6976 [Source:MGI Symbol;Acc:MGI:5562751]
NP,ENSMUSG00000106577,Gm31026,102633119,"predicted gene, 31026 [Source:MGI Symbol;Acc:MGI:5590185]"
NP,ENSMUSG00000106583,4930447N08Rik,71647,RIKEN cDNA 4930447N08 gene [Source:MGI Symbol;Acc:MGI:1918897]
NP,ENSMUSG00000106740,Gm21221,100861794,"predicted gene, 21221 [Source:MGI Symbol;Acc:MGI:5434576]"
NP,ENSMUSG00000106741,4930513D17Rik,75095,RIKEN cDNA 4930513D17 gene [Source:MGI Symbol;Acc:MGI:1922345]
NP,ENSMUSG00000106779,Gm8579,667335,predicted gene 8579 [Source:MGI Symbol;Acc:MGI:3647057]
NP,ENSMUSG00000106820,D5Ertd605e,100039805,"DNA segment, Chr 5, ERATO Doi 605, expressed [Source:MGI Symbol;Acc:MGI:1277165]"
NP,ENSMUSG00000106902,4930557J02Rik,75357,RIKEN cDNA 4930557J02 gene [Source:MGI Symbol;Acc:MGI:1922607]
NP,ENSMUSG00000107070,Gm35191,102638690,"predicted gene, 35191 [Source:MGI Symbol;Acc:MGI:5594350]"
NP,ENSMUSG00000107153,Gm38404,232386,"predicted gene, 38404 [Source:MGI Symbol;Acc:MGI:5621289]"
NP,ENSMUSG00000107232,1700017L05Rik,69370,RIKEN cDNA 1700017L05 gene [Source:MGI Symbol;Acc:MGI:1916620]
NP,ENSMUSG00000107252,Gm5767,436336,predicted gene 5767 [Source:MGI Symbol;Acc:MGI:3643507]
NP,ENSMUSG00000107280,Gm9495,670593,predicted gene 9495 [Source:MGI Symbol;Acc:MGI:3779905]
NP,ENSMUSG00000107341,1700065J11Rik,73409,RIKEN cDNA 1700065J11 gene [Source:MGI Symbol;Acc:MGI:1920659]
NP,ENSMUSG00000107385,C330024D21Rik,320479,RIKEN cDNA C330024D21 gene [Source:MGI Symbol;Acc:MGI:2444116]
NP,ENSMUSG00000107396,4930425L21Rik,75024,RIKEN cDNA 4930425L21 gene [Source:MGI Symbol;Acc:MGI:1925379]
NP,ENSMUSG00000107412,Gm20383,100504740,"predicted gene, 20383 [Source:MGI Symbol;Acc:MGI:5012568]"
NP,ENSMUSG00000107441,Gm31747,102634075,"predicted gene, 31747 [Source:MGI Symbol;Acc:MGI:5590906]"
NP,ENSMUSG00000107492,Gm6590,625473,predicted gene 6590 [Source:MGI Symbol;Acc:MGI:3645685]
NP,ENSMUSG00000107563,4930587E11Rik,75893,RIKEN cDNA 4930587E11 gene [Source:MGI Symbol;Acc:MGI:1923143]
NP,ENSMUSG00000107585,3300002P13Rik,70230,RIKEN cDNA 3300002P13 gene [Source:MGI Symbol;Acc:MGI:1917480]
NP,ENSMUSG00000107622,4930512J16Rik,75131,RIKEN cDNA 4930512J16 gene [Source:MGI Symbol;Acc:MGI:1922381]
NP,ENSMUSG00000107623,Gm10415,100038574,predicted gene 10415 [Source:MGI Symbol;Acc:MGI:3641661]
NP,ENSMUSG00000107637,1700069P05Rik,73531,RIKEN cDNA 1700069P05 gene [Source:MGI Symbol;Acc:MGI:1920781]
NP,ENSMUSG00000107656,4930563H07Rik,75347,RIKEN cDNA 4930563H07 gene [Source:MGI Symbol;Acc:MGI:1922597]
NP,ENSMUSG00000107660,Gm6559,625167,predicted gene 6559 [Source:MGI Symbol;Acc:MGI:3643041]
NP,ENSMUSG00000107675,Gm30332,102632192,"predicted gene, 30332 [Source:MGI Symbol;Acc:MGI:5589491]"
NP,ENSMUSG00000107677,Olfr316,258064,olfactory receptor 316 [Source:MGI Symbol;Acc:MGI:3030150]
NP,ENSMUSG00000107711,Olfr320,216783,olfactory receptor 320 [Source:MGI Symbol;Acc:MGI:3030155]
NP,ENSMUSG00000107722,2900060B14Rik,68204,RIKEN cDNA 2900060B14 gene [Source:MGI Symbol;Acc:MGI:1915454]
NP,ENSMUSG00000107768,,102640545,"predicted gene, 36582 [Source:NCBI gene (formerly Entrezgene);Acc:102640545]"
NP,ENSMUSG00000107822,Olfr1358,258224,olfactory receptor 1358 [Source:MGI Symbol;Acc:MGI:3031192]
NP,ENSMUSG00000107859,Gm30731,105500046,"predicted gene, 30731 [Source:MGI Symbol;Acc:MGI:5589890]"
NP,ENSMUSG00000107877,,74477,novel protein
NP,ENSMUSG00000107895,1700094M24Rik,74304,RIKEN cDNA 1700094M24 gene [Source:MGI Symbol;Acc:MGI:1921554]
NP,ENSMUSG00000107902,Gm32592,102635190,"predicted gene, 32592 [Source:MGI Symbol;Acc:MGI:5591751]"
NP,ENSMUSG00000107935,Gm4872,231989,predicted gene 4872 [Source:MGI Symbol;Acc:MGI:3779443]
NP,ENSMUSG00000107956,Speer9-ps1,73949,"spermatogenesis associated glutamate (E)-rich protein 9, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1921199]"
NP,ENSMUSG00000108020,6820426E19Rik,100126203,RIKEN cDNA 6820426E19 gene [Source:MGI Symbol;Acc:MGI:3695826]
NP,ENSMUSG00000108063,Gm3279,100041339,predicted gene 3279 [Source:MGI Symbol;Acc:MGI:3781457]
NP,ENSMUSG00000108072,Gm20362,100504701,"predicted gene, 20362 [Source:MGI Symbol;Acc:MGI:5012547]"
NP,ENSMUSG00000108094,Gm31108,102633311,"predicted gene, 31108 [Source:MGI Symbol;Acc:MGI:5590267]"
NP,ENSMUSG00000108106,Gm5886,545886,predicted gene 5886 [Source:MGI Symbol;Acc:MGI:3648674]
NP,ENSMUSG00000108167,Olfr1386,257888,olfactory receptor 1386 [Source:MGI Symbol;Acc:MGI:3031220]
NP,ENSMUSG00000108237,Gm19757,100503536,"predicted gene, 19757 [Source:MGI Symbol;Acc:MGI:5011942]"
NP,ENSMUSG00000108356,9130221F21Rik,330350,RIKEN cDNA 9130221F21 gene [Source:MGI Symbol;Acc:MGI:4840488]
NP,ENSMUSG00000108398,Gm30191,115489946,"predicted gene, 30191 [Source:MGI Symbol;Acc:MGI:5589350]"
NP,ENSMUSG00000108409,1700025J12Rik,69407,RIKEN cDNA 1700025J12 gene [Source:MGI Symbol;Acc:MGI:1916657]
NP,ENSMUSG00000108530,4930429H19Rik,100505025,RIKEN cDNA 4930429H19 gene [Source:MGI Symbol;Acc:MGI:1921147]
NP,ENSMUSG00000108566,,102635299,heat shock protein 1 (chaperonin 10) (Hspe1) pseudogene
NP,ENSMUSG00000108659,Gm34121,102637256,"predicted gene, 34121 [Source:MGI Symbol;Acc:MGI:5593280]"
NP,ENSMUSG00000108695,Siglecl1,100039946,Siglec family like 1 [Source:MGI Symbol;Acc:MGI:3780678]
NP,ENSMUSG00000108709,4933431G14Rik,71265,RIKEN cDNA 4933431G14 gene [Source:MGI Symbol;Acc:MGI:1918515]
NP,ENSMUSG00000108800,1700011C11Rik,75451,RIKEN cDNA 1700011C11 gene [Source:MGI Symbol;Acc:MGI:1922701]
NP,ENSMUSG00000108803,4930533N22Rik,75205,RIKEN cDNA 4930533N22 gene [Source:MGI Symbol;Acc:MGI:1922455]
NP,ENSMUSG00000108848,4933430N04Rik,71249,RIKEN cDNA 4933430N04 gene [Source:MGI Symbol;Acc:MGI:1918499]
NP,ENSMUSG00000108885,4930402F11Rik,73796,RIKEN cDNA 4930402F11 gene [Source:MGI Symbol;Acc:MGI:1921046]
NP,ENSMUSG00000108919,Olfr1295,258398,olfactory receptor 1295 [Source:MGI Symbol;Acc:MGI:3031129]
NP,ENSMUSG00000108948,Olfr695,258591,olfactory receptor 695 [Source:MGI Symbol;Acc:MGI:3030529]
NP,ENSMUSG00000109022,Olfr1432,257961,olfactory receptor 1432 [Source:MGI Symbol;Acc:MGI:3031266]
NP,ENSMUSG00000109032,Gm7972,666190,predicted gene 7972 [Source:MGI Symbol;Acc:MGI:3647337]
NP,ENSMUSG00000109089,4833411C07Rik,71624,RIKEN cDNA 4833411C07 gene [Source:MGI Symbol;Acc:MGI:1918874]
NP,ENSMUSG00000109106,4933430H16Rik,71285,RIKEN cDNA 4933430H16 gene [Source:MGI Symbol;Acc:MGI:1918535]
NP,ENSMUSG00000109145,Gm20744,434205,"predicted gene, 20744 [Source:MGI Symbol;Acc:MGI:5434100]"
NP,ENSMUSG00000109160,4930598N05Rik,102634128,RIKEN cDNA 4930598N05 gene [Source:MGI Symbol;Acc:MGI:1922625]
NP,ENSMUSG00000109176,Zfp264,115485607,zinc finger protein 264 [Source:MGI Symbol;Acc:MGI:2151059]
NP,ENSMUSG00000109212,Olfr126,258892,olfactory receptor 126 [Source:MGI Symbol;Acc:MGI:2177509]
NP,ENSMUSG00000109238,Gm35060,102638514,"predicted gene, 35060 [Source:MGI Symbol;Acc:MGI:5594219]"
NP,ENSMUSG00000109305,Smim38,100040049,small integral membrane protein 38 [Source:MGI Symbol;Acc:MGI:1916283]
NP,ENSMUSG00000109311,AI314278,101521,expressed sequence AI314278 [Source:MGI Symbol;Acc:MGI:2141898]
NP,ENSMUSG00000109322,Olfr1283,228443,olfactory receptor 1283 [Source:MGI Symbol;Acc:MGI:3031117]
NP,ENSMUSG00000109333,Gm30790,102632814,"predicted gene, 30790 [Source:MGI Symbol;Acc:MGI:5589949]"
NP,ENSMUSG00000109344,A26c2,622251,"ANKRD26-like family C, member 2 [Source:MGI Symbol;Acc:MGI:3644757]"
NP,ENSMUSG00000109382,4930567K12Rik,75845,RIKEN cDNA 4930567K12 gene [Source:MGI Symbol;Acc:MGI:1923095]
NP,ENSMUSG00000109392,Gm5737,436008,predicted gene 5737 [Source:MGI Symbol;Acc:MGI:3645276]
NP,ENSMUSG00000109414,4930505K13Rik,75073,RIKEN cDNA 4930505K13 gene [Source:MGI Symbol;Acc:MGI:1922323]
NP,ENSMUSG00000109473,B930025P03Rik,320014,RIKEN cDNA B930025P03 gene [Source:MGI Symbol;Acc:MGI:2443166]
NP,ENSMUSG00000109547,Olfr1294,258887,olfactory receptor 1294 [Source:MGI Symbol;Acc:MGI:3031128]
NP,ENSMUSG00000109588,Lnp1,100503609,leukemia NUP98 fusion partner 1 [Source:MGI Symbol;Acc:MGI:5011982]
NP,ENSMUSG00000109603,Gm32389,102634919,"predicted gene, 32389 [Source:MGI Symbol;Acc:MGI:5591548]"
NP,ENSMUSG00000109631,Olfr494,258732,olfactory receptor 494 [Source:MGI Symbol;Acc:MGI:3030328]
NP,ENSMUSG00000109633,C230079O03Rik,330664,RIKEN cDNA C230079O03 gene [Source:MGI Symbol;Acc:MGI:5439416]
NP,ENSMUSG00000109649,Gm45521,108168208,predicted gene 45521 [Source:MGI Symbol;Acc:MGI:5791357]
NP,ENSMUSG00000109655,Gm29735,101055862,"predicted gene, 29735 [Source:MGI Symbol;Acc:MGI:5588894]"
NP,ENSMUSG00000109713,Pvrig,102640920,poliovirus receptor related immunoglobulin domain containing [Source:MGI Symbol;Acc:MGI:5596028]
NP,ENSMUSG00000109718,Trim61,260296,tripartite motif-containing 61 [Source:MGI Symbol;Acc:MGI:2387432]
NP,ENSMUSG00000109722,Gm10578,100038555,predicted gene 10578 [Source:MGI Symbol;Acc:MGI:3642555]
NP,ENSMUSG00000109737,Gm39566,105243794,"predicted gene, 39566 [Source:MGI Symbol;Acc:MGI:5622451]"
NP,ENSMUSG00000109748,Gm35392,102638957,"predicted gene, 35392 [Source:MGI Symbol;Acc:MGI:5594551]"
NP,ENSMUSG00000109801,Olfr1316,258737,olfactory receptor 1316 [Source:MGI Symbol;Acc:MGI:3031150]
NP,ENSMUSG00000109806,Olfr663,257914,olfactory receptor 663 [Source:MGI Symbol;Acc:MGI:3030497]
NP,ENSMUSG00000109809,Gm34066,102637189,"predicted gene, 34066 [Source:MGI Symbol;Acc:MGI:5593225]"
NP,ENSMUSG00000109833,Gm40193,105244603,"predicted gene, 40193 [Source:MGI Symbol;Acc:MGI:5623078]"
NP,ENSMUSG00000109864,Eid3,66341,EP300 interacting inhibitor of differentiation 3 [Source:MGI Symbol;Acc:MGI:1913591]
NP,ENSMUSG00000109890,AU023762,102688,expressed sequence AU023762 [Source:MGI Symbol;Acc:MGI:2143225]
NP,ENSMUSG00000109915,7420700N18Rik,74517,RIKEN cDNA 7420700N18 gene [Source:MGI Symbol;Acc:MGI:1921767]
NP,ENSMUSG00000110008,Olfr560,259117,olfactory receptor 560 [Source:MGI Symbol;Acc:MGI:3030394]
NP,ENSMUSG00000110027,C030029H02Rik,77383,RIKEN cDNA C030029H02 gene [Source:MGI Symbol;Acc:MGI:1924633]
NP,ENSMUSG00000110035,Gm30931,102632998,"predicted gene, 30931 [Source:MGI Symbol;Acc:MGI:5590090]"
NP,ENSMUSG00000110037,4930543N07Rik,75187,RIKEN cDNA 4930543N07 gene [Source:MGI Symbol;Acc:MGI:1922437]
NP,ENSMUSG00000110042,Gm4224,100043092,predicted gene 4224 [Source:MGI Symbol;Acc:MGI:3782400]
NP,ENSMUSG00000110086,Gm45623,115488204,predicted gene 45623 [Source:MGI Symbol;Acc:MGI:5791459]
NP,ENSMUSG00000110151,Gm38416,330850,"predicted gene, 38416 [Source:MGI Symbol;Acc:MGI:5621301]"
NP,ENSMUSG00000110171,Olfr484,258492,olfactory receptor 484 [Source:MGI Symbol;Acc:MGI:3030318]
NP,ENSMUSG00000110221,Gm36210,102640043,"predicted gene, 36210 [Source:MGI Symbol;Acc:MGI:5595369]"
NP,ENSMUSG00000110231,Gm6329,622523,predicted gene 6329 [Source:MGI Symbol;Acc:MGI:3646898]
NP,ENSMUSG00000110235,Gm5086,328314,predicted gene 5086 [Source:MGI Symbol;Acc:MGI:3644417]
NP,ENSMUSG00000110242,G630064G18Rik,414128,RIKEN cDNA G630064G18 gene [Source:MGI Symbol;Acc:MGI:3041241]
NP,ENSMUSG00000110253,Olfr495,258361,olfactory receptor 495 [Source:MGI Symbol;Acc:MGI:3030329]
NP,ENSMUSG00000110281,Gm2516,100039954,predicted gene 2516 [Source:MGI Symbol;Acc:MGI:3780683]
NP,ENSMUSG00000110336,4933400L20Rik,71058,RIKEN cDNA 4933400L20 gene [Source:MGI Symbol;Acc:MGI:1918308]
NP,ENSMUSG00000110340,1600027J07Rik,69794,RIKEN cDNA 1600027J07 gene [Source:MGI Symbol;Acc:MGI:1917044]
NP,ENSMUSG00000110353,Gm33543,102636491,"predicted gene, 33543 [Source:MGI Symbol;Acc:MGI:5592702]"
NP,ENSMUSG00000110365,Gm38947,105242851,"predicted gene, 38947 [Source:MGI Symbol;Acc:MGI:5621832]"
NP,ENSMUSG00000110372,Gm8096,666422,predicted gene 8096 [Source:MGI Symbol;Acc:MGI:3645752]
NP,ENSMUSG00000110404,Rnf223,100045778,ring finger 223 [Source:MGI Symbol;Acc:MGI:3588193]
NP,ENSMUSG00000110430,Cmtm1,100504164,CKLF-like MARVEL transmembrane domain containing 1 [Source:MGI Symbol;Acc:MGI:2447159]
NP,ENSMUSG00000110599,6030466F02Rik,234863,RIKEN cDNA 6030466F02 gene [Source:MGI Symbol;Acc:MGI:3045390]
NP,ENSMUSG00000110613,Lncbate1,109215,brown adipose tissue enriched long non-coding RNA 1 [Source:MGI Symbol;Acc:MGI:1924437]
NP,ENSMUSG00000110618,Gm39822,105244162,"predicted gene, 39822 [Source:MGI Symbol;Acc:MGI:5622707]"
NP,ENSMUSG00000110629,4930567H12Rik,75930,RIKEN cDNA 4930567H12 gene [Source:MGI Symbol;Acc:MGI:1923181]
NP,ENSMUSG00000110682,A530010L16Rik,382036,RIKEN cDNA A530010L16 gene [Source:MGI Symbol;Acc:MGI:3037766]
NP,ENSMUSG00000110713,Gm30606,108167546,"predicted gene, 30606 [Source:MGI Symbol;Acc:MGI:5589765]"
NP,ENSMUSG00000110722,Gm48716,118567722,"predicted gene, 48716 [Source:MGI Symbol;Acc:MGI:6098365]"
NP,ENSMUSG00000110823,Gm36799,102640821,"predicted gene, 36799 [Source:MGI Symbol;Acc:MGI:5595958]"
NP,ENSMUSG00000110947,Olfr1333,258265,olfactory receptor 1333 [Source:MGI Symbol;Acc:MGI:3031167]
NP,ENSMUSG00000110949,Nudt8,66387,nudix (nucleoside diphosphate linked moiety X)-type motif 8 [Source:MGI Symbol;Acc:MGI:1913637]
NP,ENSMUSG00000110970,Olfr156,29846,olfactory receptor 156 [Source:MGI Symbol;Acc:MGI:1352683]
NP,ENSMUSG00000110991,Olfr908,258872,olfactory receptor 908 [Source:MGI Symbol;Acc:MGI:3030742]
NP,ENSMUSG00000110998,I730028E13Rik,619328,RIKEN cDNA I730028E13 gene [Source:MGI Symbol;Acc:MGI:3588278]
